,close
484,54.76
485,54.18
486,53.96
487,54.94
488,54.22
489,52.33
490,52.92
491,52.9
492,52.25
493,54.07
494,55.44
495,55.41
496,54.13
497,53.43
498,53.69
499,54.82
500,55.01
501,55.56
502,55.59
503,55.59
504,54.54
505,55.51
506,54.52
507,54.8
508,55.44
509,55.26
510,54.56
511,54.0
512,55.87
513,56.03
514,55.82
515,55.71
516,55.54
517,56.36
518,54.55
519,54.3
520,52.52
521,51.95
522,52.33
523,52.7
524,53.44
525,52.73
526,53.28
527,54.085
528,53.69
529,53.04
530,53.73
531,54.17
532,54.48
533,54.83
534,54.23
535,54.59
536,53.88
537,54.99
538,55.21
539,54.39
540,55.94
541,56.48
542,58.56
543,58.65
544,58.61
545,58.26
546,59.02
547,59.13
548,59.22
549,58.89
550,58.81
551,58.89
552,59.185
553,58.88
554,59.42
555,58.65
556,58.67
557,59.74
558,60.335
559,59.88
560,59.34
561,58.95
562,59.24
563,60.05
564,59.64
565,60.43
566,61.24
567,61.42
568,60.32
569,60.13
570,59.4
571,58.32
572,60.03
573,60.4
574,60.89
575,58.48
576,58.21
577,59.21
578,58.85
579,60.26
580,61.53
581,61.63
582,61.19
583,62.8
584,62.59
585,63.52
586,63.74
587,64.37
588,64.0
589,63.375
590,62.31
591,59.51
592,59.37
593,58.33
594,58.13
595,60.59
596,58.75
597,62.55
598,61.52
599,59.97
600,57.35
601,60.71
602,59.33
603,54.56
604,59.04
605,52.76
606,56.16
607,55.59
608,54.13
609,52.05
610,56.47
611,54.43
612,52.87
613,57.72
614,56.96
615,58.47
616,59.48
617,57.5
618,60.78
619,59.98
620,61.6
621,59.87
622,61.07
623,60.46
624,62.76
625,63.28
626,65.71
627,68.05
628,66.88
629,66.5
630,65.72
631,66.98
632,65.88
633,66.65
634,67.06
635,63.86
636,64.79
637,63.73
638,64.72
639,66.7
640,68.53
641,72.87
642,73.1
643,73.14
644,75.46
645,72.25
646,73.67
647,72.96
648,73.92
649,72.88
650,73.03
651,73.78
652,72.47
653,73.08
654,70.0
655,70.15
656,70.22
657,71.98
658,72.99
659,72.98
660,69.93
661,69.81
662,69.43
663,70.73
664,72.0
665,73.82
666,71.291
667,71.68
668,73.19
669,73.0
670,75.53
671,76.01
672,76.58
673,76.12
674,76.45
675,75.58
676,76.21
677,76.4
678,75.5
679,75.9
680,78.03
681,77.51
682,78.67
683,78.5
684,79.28
685,80.64
686,81.27
687,77.95
688,79.77
689,79.15
690,79.37
691,78.64
692,81.16
693,80.76
694,81.1
695,79.61
696,79.99
697,81.63
698,80.72
699,81.2
700,81.7
701,82.63
702,84.79
703,86.45
704,84.32
705,86.84
706,82.47
707,82.26
708,79.12
709,81.71
710,81.29
711,80.4
712,81.99
713,83.13
714,81.98
715,83.995
716,83.21
717,83.1
718,83.62
719,84.48
720,83.9
721,83.21
722,83.52
723,83.33
724,83.45
725,80.31
726,79.01
727,76.18
728,79.59
729,79.09
730,77.97
731,79.12
732,81.75
733,79.99
734,78.77
735,80.09
736,81.41
737,82.65
738,80.13
739,79.69
740,80.98
741,81.95
742,80.78
743,80.95
744,82.68
745,78.3
746,79.99
747,78.3
748,78.47
749,77.8
750,78.21
751,81.06
752,81.98
753,81.9
754,80.35
755,80.62
756,80.08
757,80.14
758,81.94
759,80.77
760,81.04
761,80.49
762,80.96
763,79.01
764,77.77
765,75.73
766,76.4
767,76.26
768,79.37
769,80.14
770,78.81
771,75.41
772,75.12
773,76.55
774,76.71
775,77.55
776,77.44
777,77.11
778,75.5
779,75.93
780,76.81
781,75.92
782,75.23
783,76.51
784,78.14
785,79.48
786,79.93
787,79.15
788,78.79
789,80.88
790,82.27
791,83.63
792,82.625
793,83.11
794,83.68
795,85.94
796,86.92
797,88.22
798,88.46
799,90.37
800,88.81
801,89.42
802,90.21
803,90.96
804,91.43
805,91.37
806,91.58
807,92.85
808,89.9
809,90.69
810,88.0
811,89.67
812,91.3
813,90.91
814,89.25
815,89.77
816,89.99
817,90.69
818,93.15
819,95.12
820,94.6
821,94.43
822,93.4
823,92.38
824,88.67
825,90.27
826,91.0
827,91.42
828,93.98
829,92.77
830,92.68
831,101.61
832,101.19
833,102.73
834,102.76
835,103.24
836,103.81
837,102.96
838,102.35
839,102.25
840,100.8
841,96.58
842,96.42
843,95.685
844,95.1
845,95.61
846,98.72
847,96.75
848,93.71
849,91.54
850,92.58
851,89.21
852,92.5
853,91.31
854,92.94
855,93.035
856,92.575
857,93.28
858,92.44
859,89.58
860,90.49
861,91.87
862,91.38
863,90.51
864,90.85
865,92.4
866,94.02
867,92.66
868,93.0
869,95.54
870,97.87
871,97.32
872,96.84
873,96.46
874,95.78
875,96.16
876,97.539
877,96.71
878,97.79
879,96.46
880,95.94
881,94.48
882,93.18
883,93.7
884,93.02
885,94.24
886,91.6
887,91.25
888,92.09
889,91.19
890,91.15
891,88.69
892,90.08
893,93.03
894,94.8
895,93.17
896,95.34
897,92.66
898,93.42
899,93.35
900,92.3
901,93.66
902,94.26
903,96.57
904,95.37
905,96.5
906,96.57
907,97.3
908,97.25
909,97.25
910,96.45
911,95.39
912,94.98
913,96.84
914,97.12
915,96.8
916,96.53
917,97.69
918,98.15
919,99.18
920,95.97
921,94.06
922,93.19
923,91.49
924,91.82
925,91.88
926,90.79
927,92.51
928,92.26
929,95.4
930,95.61
931,95.44
932,93.9
933,94.27
934,94.4
935,93.31
936,92.18
937,92.38
938,92.91
939,93.25
940,92.32
941,90.68
942,91.8
943,90.3
944,91.51
945,91.17
946,90.47
947,91.5
948,90.14
949,84.05
950,84.82
951,83.57
952,83.62
953,82.76
954,79.83
955,81.52
956,80.32
957,82.43
958,81.41
959,82.99
960,85.0
961,85.17
962,83.85
963,83.85
964,83.37
965,82.83
966,83.17
967,82.63
968,82.22
969,81.79
970,80.81
971,81.25
972,82.43
973,81.12
974,82.37
975,82.3
976,81.31
977,81.18
978,78.47
979,80.29
980,78.05
981,79.64
982,78.53
983,77.84
984,78.25
985,79.28
986,79.56
987,76.18
988,73.03
989,72.81
990,74.67
991,75.26
992,75.08
993,76.33
994,77.38
995,77.39
996,78.53
997,77.18
998,76.8
999,77.29
