,close
782,640.39
783,618.71
784,611.29
785,635.62
786,667.93
787,661.75
788,691.05
789,691.62
790,670.97
791,683.8
792,677.02
793,701.1
794,762.35
795,732.73
796,738.7
797,739.395
798,714.98
799,718.79
800,743.91
801,719.69
802,729.4
803,738.2
804,704.74
805,694.4
806,677.0
807,709.44
808,684.9
809,673.6
810,670.94
811,663.7
812,672.37
813,629.04
814,617.2
815,589.8903
816,571.4
817,589.72
818,576.83
819,577.87
820,563.46
821,586.78
822,580.88
823,606.44
824,604.69
825,619.13
826,630.85
827,625.22
828,623.9
829,605.12
830,572.84
831,599.05
832,605.13
833,603.59
834,598.78
835,610.12
836,609.89
837,617.69
838,599.36
839,604.87
840,616.6
841,623.31
842,620.83
843,623.71
844,656.57
845,679.82
846,671.87
847,688.72
848,680.76
849,679.7
850,677.92
851,678.9
852,659.58
853,644.65
854,652.81
855,656.95
856,685.7
857,668.54
858,653.38
859,650.6
860,644.22
861,646.22
862,660.5
863,655.29
864,649.26
865,643.38
866,657.62
867,644.78
868,646.98
869,677.35
870,687.2
871,709.67
872,709.74
873,710.92
874,714.63
875,699.1
876,713.76
877,709.99
878,707.82
879,722.25
880,717.17
881,686.17
882,665.71
883,688.99
884,673.47
885,680.26
886,706.3
887,708.49
888,711.2
889,701.16
890,711.92
891,730.91
892,735.72
893,734.09
894,732.39
895,733.57
896,752.92
897,753.87
898,754.86
899,736.27
900,743.0
901,744.49
902,755.83
903,756.99
904,759.49
905,730.17
906,739.38
907,751.94
908,753.64
909,774.39
910,791.36
911,777.56
912,781.31
913,775.48
914,775.22
915,781.53
916,780.59
917,782.75
918,793.61
919,785.49
920,791.94
921,805.72
922,811.08
923,818.32
924,843.03
925,870.11
926,864.27
927,865.8
928,894.0
929,909.68
930,1024.86
931,1018.43
932,1037.86
933,1077.04
934,1114.0
935,1208.59
936,1172.0
937,1213.86
938,1229.91
939,1222.09
940,1162.94
941,1023.5
942,1067.95
943,1063.51
944,1033.42
945,1013.39
946,1054.73
947,1089.01
948,1096.38
949,1137.06
950,1156.87
951,1109.03
952,1116.0
953,1081.92
954,1136.99
955,1144.76
956,1095.0
957,1084.6
958,1014.97
959,1009.01
960,1051.75
961,1068.96
962,1003.8
963,1017.03
964,966.41
965,958.51
966,975.99
967,926.92
968,932.57
969,899.94
970,938.53
971,1008.87
972,1067.0
973,1093.94
974,1088.47
975,1086.19
976,1070.34
977,1056.78
978,1199.78
979,1149.59
980,1088.12
981,1064.7
982,1026.96
983,1058.12
984,1064.4
985,1106.22
986,1031.56
987,1049.61
988,1030.51
989,995.65
990,996.27
991,943.9
992,930.0
993,918.4
994,937.41
995,829.1
996,846.35
997,936.72
998,931.25
999,905.66
