,close
558,68.53
559,72.87
560,73.1
561,73.14
562,75.46
563,72.25
564,73.67
565,72.96
566,73.92
567,72.88
568,73.03
569,73.78
570,72.47
571,73.08
572,70.0
573,70.15
574,70.22
575,71.98
576,72.99
577,72.98
578,69.93
579,69.81
580,69.43
581,70.73
582,72.0
583,73.82
584,71.291
585,71.68
586,73.19
587,73.0
588,75.53
589,76.01
590,76.58
591,76.12
592,76.45
593,75.58
594,76.21
595,76.4
596,75.5
597,75.9
598,78.03
599,77.51
600,78.67
601,78.5
602,79.28
603,80.64
604,81.27
605,77.95
606,79.77
607,79.15
608,79.37
609,78.64
610,81.16
611,80.76
612,81.1
613,79.61
614,79.99
615,81.63
616,80.72
617,81.2
618,81.7
619,82.63
620,84.79
621,86.45
622,84.32
623,86.84
624,82.47
625,82.26
626,79.12
627,81.71
628,81.29
629,80.4
630,81.99
631,83.13
632,81.98
633,83.995
634,83.21
635,83.1
636,83.62
637,84.48
638,83.9
639,83.21
640,83.52
641,83.33
642,83.45
643,80.31
644,79.01
645,76.18
646,79.59
647,79.09
648,77.97
649,79.12
650,81.75
651,79.99
652,78.77
653,80.09
654,81.41
655,82.65
656,80.13
657,79.69
658,80.98
659,81.95
660,80.78
661,80.95
662,82.68
663,78.3
664,79.99
665,78.3
666,78.47
667,77.8
668,78.21
669,81.06
670,81.98
671,81.9
672,80.35
673,80.62
674,80.08
675,80.14
676,81.94
677,80.77
678,81.04
679,80.49
680,80.96
681,79.01
682,77.77
683,75.73
684,76.4
685,76.26
686,79.37
687,80.14
688,78.81
689,75.41
690,75.12
691,76.55
692,76.71
693,77.55
694,77.44
695,77.11
696,75.5
697,75.93
698,76.81
699,75.92
700,75.23
701,76.51
702,78.14
703,79.48
704,79.93
705,79.15
706,78.79
707,80.88
708,82.27
709,83.63
710,82.625
711,83.11
712,83.68
713,85.94
714,86.92
715,88.22
716,88.46
717,90.37
718,88.81
719,89.42
720,90.21
721,90.96
722,91.43
723,91.37
724,91.58
725,92.85
726,89.9
727,90.69
728,88.0
729,89.67
730,91.3
731,90.91
732,89.25
733,89.77
734,89.99
735,90.69
736,93.15
737,95.12
738,94.6
739,94.43
740,93.4
741,92.38
742,88.67
743,90.27
744,91.0
745,91.42
746,93.98
747,92.77
748,92.68
749,101.61
750,101.19
751,102.73
752,102.76
753,103.24
754,103.81
755,102.96
756,102.35
757,102.25
758,100.8
759,96.58
760,96.42
761,95.685
762,95.1
763,95.61
764,98.72
765,96.75
766,93.71
767,91.54
768,92.58
769,89.21
770,92.5
771,91.31
772,92.94
773,93.035
774,92.575
775,93.28
776,92.44
777,89.58
778,90.49
779,91.87
780,91.38
781,90.51
782,90.85
783,92.4
784,94.02
785,92.66
786,93.0
787,95.54
788,97.87
789,97.32
790,96.84
791,96.46
792,95.78
793,96.16
794,97.539
795,96.71
796,97.79
797,96.46
798,95.94
799,94.48
800,93.18
801,93.7
802,93.02
803,94.24
804,91.6
805,91.25
806,92.09
807,91.19
808,91.15
809,88.69
810,90.08
811,93.03
812,94.8
813,93.17
814,95.34
815,92.66
816,93.42
817,93.35
818,92.3
819,93.66
820,94.26
821,96.57
822,95.37
823,96.5
824,96.57
825,97.3
826,97.25
827,97.25
828,96.45
829,95.39
830,94.98
831,96.84
832,97.12
833,96.8
834,96.53
835,97.69
836,98.15
837,99.18
838,95.97
839,94.06
840,93.19
841,91.49
842,91.82
843,91.88
844,90.79
845,92.51
846,92.26
847,95.4
848,95.61
849,95.44
850,93.9
851,94.27
852,94.4
853,93.31
854,92.18
855,92.38
856,92.91
857,93.25
858,92.32
859,90.68
860,91.8
861,90.3
862,91.51
863,91.17
864,90.47
865,91.5
866,90.14
867,84.05
868,84.82
869,83.57
870,83.62
871,82.76
872,79.83
873,81.52
874,80.32
875,82.43
876,81.41
877,82.99
878,85.0
879,85.17
880,83.85
881,83.85
882,83.37
883,82.83
884,83.17
885,82.63
886,82.22
887,81.79
888,80.81
889,81.25
890,82.43
891,81.12
892,82.37
893,82.3
894,81.31
895,81.18
896,78.47
897,80.29
898,78.05
899,79.64
900,78.53
901,77.84
902,78.25
903,79.28
904,79.56
905,76.18
906,73.03
907,72.81
908,74.67
909,75.26
910,75.08
911,76.33
912,77.38
913,77.39
914,78.53
915,77.18
916,76.8
917,77.29
918,77.36
919,77.61
920,76.32
921,74.92
922,75.25
923,76.11
924,76.4
925,76.4
926,77.18
927,78.08
928,78.7
929,79.27
930,81.19
931,80.76
932,78.65
933,78.88
934,78.19
935,79.35
936,77.67
937,66.75
938,68.23
939,67.83
940,66.82
941,67.1
942,66.66
943,67.5
944,69.69
945,70.43
946,66.14
947,64.2
948,62.67
949,62.38
950,62.2
951,61.77
952,60.91
953,60.62
954,60.31
955,58.6
956,57.28
957,57.29
958,57.36
959,58.09
960,58.77
961,59.27
962,59.07
963,58.6
964,58.7
965,59.52
966,60.26
967,61.49
968,61.36
969,61.8
970,63.59
971,64.1
972,65.16
973,65.45
974,66.67
975,67.16
976,67.49
977,66.53
978,67.42
979,67.2
980,66.3
981,63.82
982,64.04
983,63.11
984,65.85
985,64.81
986,64.17
987,65.39
988,82.31
989,82.15
990,81.76
991,81.35
992,79.97
993,79.12
994,78.78
995,78.9
996,79.14
997,79.01
998,79.06
999,79.25
